m,meant,maxt,mint,meanb,maxb,minb
210951,0.2263E-03,0.2613E-03,0.1965E-03,0.7501E+10,0.8590E+10,0.6458E+10
211001,0.2054E-03,0.2348E-03,0.1915E-03,0.8248E+10,0.8817E+10,0.7188E+10
211051,0.2252E-03,0.2792E-03,0.2069E-03,0.7557E+10,0.8159E+10,0.6048E+10
211101,0.2295E-03,0.3085E-03,0.1917E-03,0.7485E+10,0.8810E+10,0.5474E+10
211151,0.1992E-03,0.2255E-03,0.1848E-03,0.8520E+10,0.9142E+10,0.7489E+10
211201,0.1992E-03,0.2110E-03,0.1891E-03,0.8492E+10,0.8937E+10,0.8008E+10
211251,0.1977E-03,0.2239E-03,0.1876E-03,0.8579E+10,0.9007E+10,0.7549E+10
211301,0.2304E-03,0.3188E-03,0.1881E-03,0.7545E+10,0.8986E+10,0.5303E+10
211351,0.2252E-03,0.2713E-03,0.1967E-03,0.7602E+10,0.8596E+10,0.6232E+10
211401,0.2465E-03,0.3438E-03,0.1900E-03,0.7192E+10,0.8900E+10,0.4919E+10
211451,0.2418E-03,0.2644E-03,0.2253E-03,0.7009E+10,0.7508E+10,0.6398E+10
211501,0.2288E-03,0.2720E-03,0.2000E-03,0.7475E+10,0.8459E+10,0.6220E+10
211551,0.2088E-03,0.2501E-03,0.1879E-03,0.8159E+10,0.9008E+10,0.6767E+10
211601,0.1988E-03,0.2363E-03,0.1879E-03,0.8556E+10,0.9010E+10,0.7165E+10
211651,0.2095E-03,0.2406E-03,0.1895E-03,0.8129E+10,0.8933E+10,0.7038E+10
211701,0.2274E-03,0.2675E-03,0.2010E-03,0.7513E+10,0.8426E+10,0.6331E+10
211751,0.2419E-03,0.2799E-03,0.2058E-03,0.7065E+10,0.8233E+10,0.6052E+10
211801,0.2381E-03,0.2594E-03,0.2227E-03,0.7130E+10,0.7609E+10,0.6532E+10
211851,0.2140E-03,0.2425E-03,0.1929E-03,0.7961E+10,0.8787E+10,0.6990E+10
211901,0.2392E-03,0.2637E-03,0.2062E-03,0.7127E+10,0.8220E+10,0.6429E+10
211951,0.1990E-03,0.2296E-03,0.1886E-03,0.8547E+10,0.8991E+10,0.7385E+10
212001,0.1971E-03,0.2286E-03,0.1881E-03,0.8643E+10,0.9016E+10,0.7418E+10
212051,0.2197E-03,0.2413E-03,0.1941E-03,0.7769E+10,0.8741E+10,0.7031E+10
212101,0.2194E-03,0.2925E-03,0.1891E-03,0.7877E+10,0.8975E+10,0.5800E+10
212151,0.2494E-03,0.2809E-03,0.2236E-03,0.6847E+10,0.7589E+10,0.6043E+10
212201,0.2330E-03,0.2620E-03,0.1998E-03,0.7358E+10,0.8497E+10,0.6479E+10
212251,0.2080E-03,0.2701E-03,0.1917E-03,0.8244E+10,0.8858E+10,0.6286E+10
212301,0.1974E-03,0.2327E-03,0.1895E-03,0.8634E+10,0.8961E+10,0.7299E+10
212351,0.1988E-03,0.2267E-03,0.1879E-03,0.8575E+10,0.9042E+10,0.7492E+10
212401,0.2283E-03,0.2575E-03,0.1950E-03,0.7520E+10,0.8713E+10,0.6599E+10
212451,0.2124E-03,0.2611E-03,0.1938E-03,0.8091E+10,0.8768E+10,0.6510E+10
212501,0.2201E-03,0.2577E-03,0.2060E-03,0.7753E+10,0.8253E+10,0.6596E+10
212551,0.2207E-03,0.2739E-03,0.1872E-03,0.7822E+10,0.9085E+10,0.6207E+10
212601,0.2013E-03,0.2522E-03,0.1857E-03,0.8515E+10,0.9158E+10,0.6743E+10
212651,0.2245E-03,0.2840E-03,0.1895E-03,0.7714E+10,0.8975E+10,0.5991E+10
212701,0.1989E-03,0.2463E-03,0.1876E-03,0.8607E+10,0.9069E+10,0.6909E+10
212751,0.2184E-03,0.2563E-03,0.1879E-03,0.7890E+10,0.9059E+10,0.6641E+10
212801,0.2002E-03,0.2255E-03,0.1876E-03,0.8534E+10,0.9073E+10,0.7548E+10
212851,0.2248E-03,0.2670E-03,0.1962E-03,0.7655E+10,0.8678E+10,0.6377E+10
212901,0.2496E-03,0.2918E-03,0.2098E-03,0.6918E+10,0.8118E+10,0.5836E+10
212951,0.2169E-03,0.2754E-03,0.1948E-03,0.7957E+10,0.8746E+10,0.6187E+10
213001,0.2127E-03,0.2327E-03,0.1915E-03,0.8038E+10,0.8901E+10,0.7323E+10
213051,0.1985E-03,0.2227E-03,0.1912E-03,0.8603E+10,0.8914E+10,0.7654E+10
213101,0.2078E-03,0.2513E-03,0.1881E-03,0.8264E+10,0.9063E+10,0.6784E+10
213151,0.2123E-03,0.2794E-03,0.1872E-03,0.8177E+10,0.9111E+10,0.6103E+10
213201,0.2193E-03,0.2589E-03,0.1976E-03,0.7836E+10,0.8629E+10,0.6587E+10
213251,0.2340E-03,0.2785E-03,0.2079E-03,0.7350E+10,0.8206E+10,0.6126E+10
213301,0.2099E-03,0.2353E-03,0.1938E-03,0.8168E+10,0.8803E+10,0.7251E+10
213351,0.2031E-03,0.2275E-03,0.1860E-03,0.8448E+10,0.9178E+10,0.7504E+10
213401,0.2075E-03,0.2298E-03,0.1903E-03,0.8261E+10,0.8973E+10,0.7428E+10
213451,0.1948E-03,0.2184E-03,0.1895E-03,0.8780E+10,0.9009E+10,0.7819E+10
213501,0.2286E-03,0.3169E-03,0.1967E-03,0.7628E+10,0.8684E+10,0.5390E+10
213551,0.2056E-03,0.2322E-03,0.1895E-03,0.8347E+10,0.9013E+10,0.7357E+10
213601,0.2161E-03,0.2284E-03,0.1934E-03,0.7929E+10,0.8838E+10,0.7481E+10
213651,0.2428E-03,0.2875E-03,0.2017E-03,0.7143E+10,0.8474E+10,0.5944E+10
213701,0.2053E-03,0.2401E-03,0.1872E-03,0.8369E+10,0.9135E+10,0.7121E+10
213751,0.2146E-03,0.2363E-03,0.1929E-03,0.8008E+10,0.8866E+10,0.7237E+10
213801,0.1979E-03,0.2296E-03,0.1910E-03,0.8669E+10,0.8956E+10,0.7450E+10
213851,0.2337E-03,0.2687E-03,0.1905E-03,0.7413E+10,0.8981E+10,0.6367E+10
213901,0.2022E-03,0.2418E-03,0.1884E-03,0.8507E+10,0.9085E+10,0.7078E+10
213951,0.2424E-03,0.2699E-03,0.2043E-03,0.7117E+10,0.8377E+10,0.6342E+10
214001,0.2469E-03,0.2890E-03,0.2182E-03,0.6988E+10,0.7848E+10,0.5925E+10
214051,0.2112E-03,0.2429E-03,0.1936E-03,0.8158E+10,0.8845E+10,0.7048E+10
214101,0.2296E-03,0.2732E-03,0.1965E-03,0.7521E+10,0.8718E+10,0.6269E+10
214151,0.1987E-03,0.2277E-03,0.1900E-03,0.8642E+10,0.9016E+10,0.7524E+10
214201,0.1978E-03,0.2263E-03,0.1900E-03,0.8689E+10,0.9018E+10,0.7574E+10
214251,0.2291E-03,0.2692E-03,0.1993E-03,0.7581E+10,0.8599E+10,0.6368E+10
214301,0.2338E-03,0.2844E-03,0.2143E-03,0.7401E+10,0.7999E+10,0.6027E+10
214351,0.2252E-03,0.2651E-03,0.2098E-03,0.7644E+10,0.8173E+10,0.6468E+10
214401,0.2475E-03,0.3319E-03,0.1991E-03,0.7138E+10,0.8616E+10,0.5168E+10
214451,0.2238E-03,0.2522E-03,0.2024E-03,0.7701E+10,0.8476E+10,0.6801E+10
214501,0.1983E-03,0.2203E-03,0.1907E-03,0.8666E+10,0.8997E+10,0.7789E+10
214551,0.2054E-03,0.2251E-03,0.1900E-03,0.8389E+10,0.9033E+10,0.7626E+10
214601,0.2383E-03,0.3037E-03,0.1955E-03,0.7360E+10,0.8781E+10,0.5652E+10
214651,0.2083E-03,0.2496E-03,0.1953E-03,0.8294E+10,0.8794E+10,0.6879E+10
214701,0.2378E-03,0.3316E-03,0.2067E-03,0.7365E+10,0.8309E+10,0.5179E+10
214751,0.2365E-03,0.3469E-03,0.1984E-03,0.7448E+10,0.8661E+10,0.4952E+10
214801,0.2162E-03,0.2649E-03,0.1886E-03,0.8040E+10,0.9112E+10,0.6487E+10
214851,0.2006E-03,0.2315E-03,0.1915E-03,0.8601E+10,0.8978E+10,0.7425E+10
214901,0.1966E-03,0.2079E-03,0.1915E-03,0.8750E+10,0.8980E+10,0.8269E+10
214951,0.2132E-03,0.2444E-03,0.1931E-03,0.8102E+10,0.8904E+10,0.7037E+10
215001,0.2432E-03,0.2956E-03,0.2139E-03,0.7149E+10,0.8043E+10,0.5818E+10
215051,0.2998E-03,0.3932E-03,0.2265E-03,0.5865E+10,0.7596E+10,0.4376E+10
215101,0.2635E-03,0.2847E-03,0.2167E-03,0.6577E+10,0.7940E+10,0.6045E+10
215151,0.2385E-03,0.3052E-03,0.2012E-03,0.7377E+10,0.8554E+10,0.5640E+10
215201,0.2209E-03,0.3030E-03,0.1976E-03,0.7933E+10,0.8710E+10,0.5681E+10
215251,0.2404E-03,0.2782E-03,0.2031E-03,0.7247E+10,0.8477E+10,0.6189E+10
215301,0.2296E-03,0.2685E-03,0.1941E-03,0.7599E+10,0.8875E+10,0.6416E+10
215351,0.2685E-03,0.3147E-03,0.2062E-03,0.6560E+10,0.8354E+10,0.5474E+10
215401,0.2867E-03,0.3462E-03,0.2418E-03,0.6065E+10,0.7128E+10,0.4978E+10
215451,0.2350E-03,0.2544E-03,0.2139E-03,0.7358E+10,0.8059E+10,0.6775E+10
215501,0.2287E-03,0.3088E-03,0.2058E-03,0.7700E+10,0.8379E+10,0.5584E+10
215551,0.2064E-03,0.2410E-03,0.1926E-03,0.8397E+10,0.8951E+10,0.7154E+10
215601,0.2216E-03,0.2439E-03,0.2010E-03,0.7813E+10,0.8582E+10,0.7072E+10
215651,0.2089E-03,0.2489E-03,0.1943E-03,0.8327E+10,0.8879E+10,0.6931E+10
215701,0.2243E-03,0.2539E-03,0.2124E-03,0.7712E+10,0.8123E+10,0.6796E+10
215751,0.2387E-03,0.2923E-03,0.1957E-03,0.7349E+10,0.8818E+10,0.5905E+10
215801,0.2174E-03,0.2797E-03,0.1996E-03,0.8015E+10,0.8651E+10,0.6173E+10
215851,0.2477E-03,0.3343E-03,0.1974E-03,0.7167E+10,0.8747E+10,0.5166E+10
215901,0.2094E-03,0.2694E-03,0.1926E-03,0.8323E+10,0.8966E+10,0.6411E+10
215951,0.2151E-03,0.2327E-03,0.1957E-03,0.8050E+10,0.8826E+10,0.7424E+10
216001,0.2112E-03,0.2580E-03,0.1945E-03,0.8241E+10,0.8882E+10,0.6699E+10
216051,0.2248E-03,0.2575E-03,0.1991E-03,0.7736E+10,0.8682E+10,0.6712E+10
216101,0.2426E-03,0.3028E-03,0.2022E-03,0.7239E+10,0.8551E+10,0.5710E+10
216151,0.2098E-03,0.2503E-03,0.1907E-03,0.8315E+10,0.9066E+10,0.6907E+10
216201,0.2194E-03,0.2568E-03,0.1941E-03,0.7945E+10,0.8912E+10,0.6736E+10
216251,0.2048E-03,0.2248E-03,0.1912E-03,0.8470E+10,0.9048E+10,0.7695E+10
216301,0.2250E-03,0.2439E-03,0.2141E-03,0.7702E+10,0.8082E+10,0.7095E+10
216351,0.2022E-03,0.2370E-03,0.1905E-03,0.8591E+10,0.9086E+10,0.7303E+10
216401,0.2398E-03,0.2694E-03,0.2046E-03,0.7279E+10,0.8463E+10,0.6426E+10
216451,0.2680E-03,0.3054E-03,0.2446E-03,0.6487E+10,0.7079E+10,0.5670E+10
216501,0.2154E-03,0.2542E-03,0.2019E-03,0.8072E+10,0.8577E+10,0.6815E+10
216551,0.2176E-03,0.2530E-03,0.1926E-03,0.8014E+10,0.8993E+10,0.6848E+10
216601,0.2028E-03,0.2291E-03,0.1917E-03,0.8563E+10,0.9040E+10,0.7563E+10
216651,0.2225E-03,0.2618E-03,0.1926E-03,0.7879E+10,0.8997E+10,0.6621E+10
216701,0.2095E-03,0.2248E-03,0.1950E-03,0.8289E+10,0.8889E+10,0.7711E+10
216751,0.2281E-03,0.3004E-03,0.1988E-03,0.7717E+10,0.8721E+10,0.5772E+10
216801,0.2421E-03,0.2794E-03,0.2275E-03,0.7191E+10,0.7625E+10,0.6207E+10
216851,0.2434E-03,0.2873E-03,0.2112E-03,0.7182E+10,0.8213E+10,0.6038E+10
216901,0.2721E-03,0.3631E-03,0.2074E-03,0.6617E+10,0.8366E+10,0.4779E+10
216951,0.2330E-03,0.2861E-03,0.2096E-03,0.7513E+10,0.8282E+10,0.6066E+10
217001,0.2454E-03,0.3326E-03,0.2115E-03,0.7212E+10,0.8209E+10,0.5220E+10
217051,0.2385E-03,0.2942E-03,0.1984E-03,0.7442E+10,0.8754E+10,0.5902E+10
217101,0.2328E-03,0.2668E-03,0.2100E-03,0.7525E+10,0.8269E+10,0.6510E+10
217151,0.2414E-03,0.3231E-03,0.2038E-03,0.7338E+10,0.8522E+10,0.5377E+10
217201,0.2089E-03,0.2570E-03,0.1905E-03,0.8388E+10,0.9121E+10,0.6761E+10
217251,0.2155E-03,0.2613E-03,0.1948E-03,0.8140E+10,0.8923E+10,0.6651E+10
217301,0.2014E-03,0.2346E-03,0.1938E-03,0.8656E+10,0.8969E+10,0.7410E+10
217351,0.2404E-03,0.3159E-03,0.2024E-03,0.7353E+10,0.8590E+10,0.5504E+10
217401,0.2004E-03,0.2122E-03,0.1926E-03,0.8688E+10,0.9028E+10,0.8196E+10
217451,0.2277E-03,0.2434E-03,0.2041E-03,0.7656E+10,0.8524E+10,0.7146E+10
217501,0.2446E-03,0.2882E-03,0.2110E-03,0.7182E+10,0.8246E+10,0.6036E+10
217551,0.2188E-03,0.3083E-03,0.1926E-03,0.8106E+10,0.9034E+10,0.5646E+10
217601,0.2191E-03,0.2413E-03,0.1960E-03,0.7985E+10,0.8883E+10,0.7215E+10
217651,0.2039E-03,0.2272E-03,0.1948E-03,0.8567E+10,0.8939E+10,0.7663E+10
217701,0.2222E-03,0.2611E-03,0.1945E-03,0.7934E+10,0.8952E+10,0.6671E+10
217751,0.2026E-03,0.2203E-03,0.1929E-03,0.8612E+10,0.9032E+10,0.7907E+10
217801,0.2399E-03,0.3042E-03,0.2005E-03,0.7374E+10,0.8690E+10,0.5727E+10
217851,0.2708E-03,0.3598E-03,0.2191E-03,0.6635E+10,0.7954E+10,0.4844E+10
217901,0.2140E-03,0.2687E-03,0.1969E-03,0.8211E+10,0.8852E+10,0.6488E+10
217951,0.2139E-03,0.2320E-03,0.1948E-03,0.8190E+10,0.8951E+10,0.7516E+10
218001,0.2005E-03,0.2248E-03,0.1924E-03,0.8717E+10,0.9064E+10,0.7757E+10
218051,0.2359E-03,0.2871E-03,0.2017E-03,0.7513E+10,0.8648E+10,0.6077E+10
218101,0.2059E-03,0.2649E-03,0.1924E-03,0.8546E+10,0.9068E+10,0.6587E+10
218151,0.2374E-03,0.2804E-03,0.2069E-03,0.7428E+10,0.8433E+10,0.6224E+10
218201,0.2605E-03,0.3245E-03,0.2129E-03,0.6802E+10,0.8199E+10,0.5380E+10
218251,0.2151E-03,0.2623E-03,0.1905E-03,0.8199E+10,0.9166E+10,0.6658E+10
218301,0.2173E-03,0.2403E-03,0.1938E-03,0.8071E+10,0.9010E+10,0.7267E+10
218351,0.2082E-03,0.2441E-03,0.1950E-03,0.8438E+10,0.8957E+10,0.7155E+10
218401,0.2223E-03,0.2716E-03,0.1972E-03,0.7933E+10,0.8861E+10,0.6434E+10
218451,0.2126E-03,0.2706E-03,0.1950E-03,0.8285E+10,0.8961E+10,0.6458E+10
218501,0.2305E-03,0.2990E-03,0.2017E-03,0.7703E+10,0.8666E+10,0.5847E+10
218551,0.2544E-03,0.2816E-03,0.2351E-03,0.6897E+10,0.7437E+10,0.6209E+10
218601,0.2793E-03,0.3009E-03,0.2391E-03,0.6286E+10,0.7313E+10,0.5812E+10
218651,0.3038E-03,0.3545E-03,0.2537E-03,0.5834E+10,0.6895E+10,0.4934E+10
218701,0.3444E-03,0.3781E-03,0.3185E-03,0.5095E+10,0.5493E+10,0.4627E+10
218751,0.3073E-03,0.3283E-03,0.2768E-03,0.5716E+10,0.6322E+10,0.5330E+10
218801,0.3108E-03,0.3557E-03,0.2480E-03,0.5689E+10,0.7059E+10,0.4921E+10
218851,0.2802E-03,0.3173E-03,0.2630E-03,0.6265E+10,0.6658E+10,0.5517E+10
218901,0.2930E-03,0.3181E-03,0.2582E-03,0.5998E+10,0.6782E+10,0.5506E+10
218951,0.2919E-03,0.3097E-03,0.2749E-03,0.6007E+10,0.6372E+10,0.5656E+10
219001,0.3126E-03,0.3541E-03,0.2570E-03,0.5643E+10,0.6817E+10,0.4948E+10
219051,0.3074E-03,0.3395E-03,0.2818E-03,0.5724E+10,0.6218E+10,0.5162E+10
219101,0.2846E-03,0.3088E-03,0.2685E-03,0.6173E+10,0.6529E+10,0.5677E+10
219151,0.2900E-03,0.3076E-03,0.2410E-03,0.6075E+10,0.7273E+10,0.5700E+10
219201,0.2560E-03,0.4022E-03,0.2201E-03,0.7035E+10,0.7969E+10,0.4360E+10
219251,0.3104E-03,0.5183E-03,0.2456E-03,0.5939E+10,0.7143E+10,0.3384E+10
219301,0.2733E-03,0.2871E-03,0.2601E-03,0.6426E+10,0.6745E+10,0.6112E+10
219351,0.2650E-03,0.3037E-03,0.2513E-03,0.6639E+10,0.6983E+10,0.5777E+10
219401,0.2894E-03,0.3471E-03,0.2565E-03,0.6108E+10,0.6842E+10,0.5056E+10
219451,0.4181E-03,0.5288E-03,0.3562E-03,0.4249E+10,0.4929E+10,0.3320E+10
219501,0.5436E-03,0.6273E-03,0.3676E-03,0.3314E+10,0.4776E+10,0.2799E+10
219551,0.3834E-03,0.5577E-03,0.2494E-03,0.4950E+10,0.7043E+10,0.3150E+10
219601,0.2178E-03,0.2542E-03,0.1981E-03,0.8110E+10,0.8867E+10,0.6912E+10
219651,0.2110E-03,0.2701E-03,0.1991E-03,0.8395E+10,0.8827E+10,0.6505E+10
219701,0.2135E-03,0.2375E-03,0.1953E-03,0.8274E+10,0.9001E+10,0.7402E+10
219751,0.2430E-03,0.2842E-03,0.2031E-03,0.7368E+10,0.8654E+10,0.6186E+10
219801,0.2249E-03,0.2983E-03,0.1934E-03,0.8025E+10,0.9094E+10,0.5896E+10
219851,0.2564E-03,0.3383E-03,0.2036E-03,0.7143E+10,0.8638E+10,0.5199E+10
219901,0.2357E-03,0.2947E-03,0.2098E-03,0.7530E+10,0.8385E+10,0.5970E+10
219951,0.2322E-03,0.2799E-03,0.2060E-03,0.7637E+10,0.8542E+10,0.6286E+10
220001,0.2313E-03,0.3438E-03,0.1979E-03,0.7818E+10,0.8894E+10,0.5119E+10
220051,0.2035E-03,0.2487E-03,0.1910E-03,0.8699E+10,0.9218E+10,0.7079E+10
220101,0.2308E-03,0.2403E-03,0.2236E-03,0.7635E+10,0.7874E+10,0.7327E+10
220151,0.2523E-03,0.3238E-03,0.1984E-03,0.7199E+10,0.8879E+10,0.5440E+10
220201,0.2603E-03,0.4117E-03,0.2241E-03,0.7024E+10,0.7860E+10,0.4278E+10
220251,0.2352E-03,0.2863E-03,0.2127E-03,0.7536E+10,0.8285E+10,0.6154E+10
220301,0.2336E-03,0.3157E-03,0.2007E-03,0.7678E+10,0.8779E+10,0.5583E+10
220351,0.2401E-03,0.3514E-03,0.1993E-03,0.7502E+10,0.8844E+10,0.5016E+10
220401,0.2164E-03,0.2377E-03,0.1938E-03,0.8194E+10,0.9096E+10,0.7418E+10
220451,0.2290E-03,0.2761E-03,0.1931E-03,0.7795E+10,0.9132E+10,0.6388E+10
220501,0.2549E-03,0.3111E-03,0.2024E-03,0.7090E+10,0.8715E+10,0.5670E+10
220551,0.2352E-03,0.2508E-03,0.2241E-03,0.7513E+10,0.7873E+10,0.7035E+10
220601,0.2393E-03,0.2871E-03,0.2055E-03,0.7435E+10,0.8587E+10,0.6148E+10
220651,0.2277E-03,0.2558E-03,0.2120E-03,0.7777E+10,0.8328E+10,0.6900E+10
220701,0.2272E-03,0.2892E-03,0.1991E-03,0.7873E+10,0.8869E+10,0.6105E+10
220751,0.2160E-03,0.2491E-03,0.1910E-03,0.8236E+10,0.9247E+10,0.7088E+10
220801,0.2302E-03,0.2613E-03,0.1962E-03,0.7728E+10,0.9002E+10,0.6760E+10
220851,0.2796E-03,0.3629E-03,0.2105E-03,0.6528E+10,0.8392E+10,0.4869E+10
220901,0.2335E-03,0.2844E-03,0.2091E-03,0.7628E+10,0.8452E+10,0.6213E+10
220951,0.2147E-03,0.2818E-03,0.1919E-03,0.8380E+10,0.9210E+10,0.6272E+10
221001,0.2430E-03,0.2739E-03,0.2067E-03,0.7321E+10,0.8553E+10,0.6454E+10
221051,0.2449E-03,0.3307E-03,0.1998E-03,0.7420E+10,0.8851E+10,0.5348E+10
221101,0.2437E-03,0.2878E-03,0.2227E-03,0.7301E+10,0.7943E+10,0.6147E+10
221151,0.2388E-03,0.3204E-03,0.1986E-03,0.7571E+10,0.8908E+10,0.5521E+10
221201,0.2739E-03,0.3862E-03,0.2356E-03,0.6677E+10,0.7512E+10,0.4582E+10
221251,0.2402E-03,0.2649E-03,0.2124E-03,0.7414E+10,0.8332E+10,0.6682E+10
221301,0.2503E-03,0.4008E-03,0.2084E-03,0.7305E+10,0.8496E+10,0.4417E+10
221351,0.2361E-03,0.3476E-03,0.1991E-03,0.7667E+10,0.8895E+10,0.5094E+10
221401,0.2096E-03,0.2234E-03,0.1926E-03,0.8472E+10,0.9194E+10,0.7928E+10
221451,0.2002E-03,0.2289E-03,0.1910E-03,0.8878E+10,0.9277E+10,0.7740E+10
221501,0.2252E-03,0.2682E-03,0.1931E-03,0.7964E+10,0.9176E+10,0.6607E+10
221551,0.2193E-03,0.2370E-03,0.2074E-03,0.8099E+10,0.8545E+10,0.7479E+10
221601,0.2193E-03,0.2844E-03,0.1929E-03,0.8220E+10,0.9191E+10,0.6233E+10
221651,0.2045E-03,0.2177E-03,0.1931E-03,0.8688E+10,0.9182E+10,0.8146E+10
221701,0.2401E-03,0.2935E-03,0.2248E-03,0.7439E+10,0.7889E+10,0.6043E+10
221751,0.2104E-03,0.2654E-03,0.1941E-03,0.8496E+10,0.9141E+10,0.6685E+10
221801,0.2139E-03,0.2823E-03,0.1924E-03,0.8443E+10,0.9222E+10,0.6286E+10
221851,0.2124E-03,0.2668E-03,0.1936E-03,0.8429E+10,0.9168E+10,0.6652E+10
221901,0.2324E-03,0.2737E-03,0.2069E-03,0.7711E+10,0.8578E+10,0.6486E+10
221951,0.2421E-03,0.2923E-03,0.2182E-03,0.7388E+10,0.8139E+10,0.6075E+10
222001,0.2135E-03,0.2372E-03,0.1948E-03,0.8360E+10,0.9118E+10,0.7487E+10
222051,0.2779E-03,0.4008E-03,0.2306E-03,0.6575E+10,0.7705E+10,0.4432E+10
222101,0.2277E-03,0.2732E-03,0.1967E-03,0.7887E+10,0.9033E+10,0.6503E+10
222151,0.1986E-03,0.2248E-03,0.1924E-03,0.8968E+10,0.9237E+10,0.7905E+10
222201,0.2179E-03,0.2699E-03,0.1917E-03,0.8247E+10,0.9273E+10,0.6586E+10
222251,0.2342E-03,0.2644E-03,0.2184E-03,0.7621E+10,0.8141E+10,0.6725E+10
222301,0.2522E-03,0.2966E-03,0.2229E-03,0.7105E+10,0.7978E+10,0.5996E+10
222351,0.2488E-03,0.3095E-03,0.2017E-03,0.7283E+10,0.8819E+10,0.5748E+10
222401,0.2465E-03,0.2971E-03,0.2265E-03,0.7271E+10,0.7855E+10,0.5989E+10
222451,0.2126E-03,0.2341E-03,0.1957E-03,0.8402E+10,0.9092E+10,0.7601E+10
222501,0.1998E-03,0.2310E-03,0.1931E-03,0.8937E+10,0.9217E+10,0.7705E+10
222551,0.2268E-03,0.2811E-03,0.1922E-03,0.8011E+10,0.9265E+10,0.6334E+10
222601,0.2325E-03,0.2651E-03,0.2189E-03,0.7691E+10,0.8136E+10,0.6717E+10
222651,0.2407E-03,0.2692E-03,0.2205E-03,0.7421E+10,0.8077E+10,0.6617E+10
222701,0.2279E-03,0.2675E-03,0.2038E-03,0.7858E+10,0.8740E+10,0.6660E+10
222751,0.2462E-03,0.3247E-03,0.2022E-03,0.7394E+10,0.8814E+10,0.5488E+10
222801,0.2114E-03,0.2415E-03,0.1922E-03,0.8494E+10,0.9275E+10,0.7380E+10
222851,0.1997E-03,0.2279E-03,0.1912E-03,0.8950E+10,0.9324E+10,0.7822E+10
222901,0.2191E-03,0.2732E-03,0.1915E-03,0.8231E+10,0.9314E+10,0.6526E+10
222951,0.2371E-03,0.2949E-03,0.2089E-03,0.7606E+10,0.8540E+10,0.6048E+10
223001,0.2224E-03,0.2413E-03,0.2027E-03,0.8052E+10,0.8803E+10,0.7394E+10
223051,0.2125E-03,0.2477E-03,0.1972E-03,0.8437E+10,0.9050E+10,0.7203E+10
223101,0.2411E-03,0.2728E-03,0.2151E-03,0.7464E+10,0.8299E+10,0.6544E+10
223151,0.2140E-03,0.2449E-03,0.2003E-03,0.8375E+10,0.8914E+10,0.7291E+10
223201,0.1984E-03,0.2089E-03,0.1850E-03,0.9009E+10,0.9651E+10,0.8550E+10
223251,0.2105E-03,0.2353E-03,0.1931E-03,0.8534E+10,0.9248E+10,0.7590E+10
223301,0.2301E-03,0.2604E-03,0.2089E-03,0.7830E+10,0.8553E+10,0.6861E+10
223351,0.2452E-03,0.3037E-03,0.2108E-03,0.7415E+10,0.8478E+10,0.5883E+10
223401,0.2085E-03,0.2277E-03,0.1953E-03,0.8598E+10,0.9153E+10,0.7849E+10
223451,0.2521E-03,0.3138E-03,0.2208E-03,0.7181E+10,0.8097E+10,0.5697E+10
223501,0.2244E-03,0.3109E-03,0.1960E-03,0.8161E+10,0.9123E+10,0.5751E+10
223551,0.2073E-03,0.2882E-03,0.1836E-03,0.8799E+10,0.9742E+10,0.6204E+10
223601,0.2075E-03,0.2334E-03,0.1948E-03,0.8651E+10,0.9183E+10,0.7664E+10
223651,0.2528E-03,0.3710E-03,0.2241E-03,0.7271E+10,0.7983E+10,0.4823E+10
223701,0.2553E-03,0.2916E-03,0.2272E-03,0.7067E+10,0.7876E+10,0.6137E+10
223751,0.2359E-03,0.3247E-03,0.1981E-03,0.7804E+10,0.9035E+10,0.5512E+10
223801,0.2522E-03,0.3421E-03,0.2205E-03,0.7241E+10,0.8118E+10,0.5233E+10
223851,0.2120E-03,0.2441E-03,0.1986E-03,0.8480E+10,0.9017E+10,0.7335E+10
223901,0.2053E-03,0.2844E-03,0.1924E-03,0.8843E+10,0.9310E+10,0.6297E+10
223951,0.2170E-03,0.2835E-03,0.1948E-03,0.8366E+10,0.9198E+10,0.6320E+10
224001,0.2226E-03,0.2465E-03,0.2046E-03,0.8085E+10,0.8760E+10,0.7269E+10
224051,0.2487E-03,0.2992E-03,0.2263E-03,0.7242E+10,0.7922E+10,0.5990E+10
224101,0.2102E-03,0.2370E-03,0.1953E-03,0.8563E+10,0.9181E+10,0.7565E+10
224151,0.2472E-03,0.3099E-03,0.2248E-03,0.7350E+10,0.7976E+10,0.5786E+10
224201,0.2172E-03,0.2894E-03,0.1948E-03,0.8366E+10,0.9208E+10,0.6197E+10
224251,0.2137E-03,0.2615E-03,0.1950E-03,0.8475E+10,0.9199E+10,0.6859E+10
224301,0.2079E-03,0.2465E-03,0.1955E-03,0.8684E+10,0.9178E+10,0.7279E+10
224351,0.2302E-03,0.3464E-03,0.2103E-03,0.7962E+10,0.8535E+10,0.5181E+10
224401,0.2477E-03,0.3178E-03,0.1988E-03,0.7366E+10,0.9028E+10,0.5649E+10
224451,0.2107E-03,0.2282E-03,0.1953E-03,0.8555E+10,0.9196E+10,0.7870E+10
224501,0.2376E-03,0.2506E-03,0.2284E-03,0.7566E+10,0.7863E+10,0.7167E+10
224551,0.2283E-03,0.2775E-03,0.2022E-03,0.7935E+10,0.8885E+10,0.6473E+10
224601,0.2069E-03,0.2716E-03,0.1953E-03,0.8763E+10,0.9202E+10,0.6617E+10
